fplId,webName,position,team_fpl_id,team,nowCost,status,chanceOfPlayingNextRound,news,newsAddedAt,removed,form,pointsPerGame,epNext,epThis,expectedGoalsPer90,expectedAssistsPer90,expectedGoalsConcededPer90,defensiveContributionPer90,savesPer90,startsPer90,penaltiesOrder,directFreekicksOrder,cornersOrder,seasonMinutes,seasonStarts,updatedAt
426,B.Fernandes,MID,16,MUN,120,a,,,,f,2.00,2.00,4.00,4.00,0.08,0.26,1.01,6.00,0.00,1.000,1,1,1,90,1,2026-08-26 14:15:01.592
427,Mbeumo,MID,16,MUN,80,a,,,,f,2.00,2.00,2.80,2.80,0.50,0.23,1.01,4.00,0.00,1.000,2,2,2,90,1,2026-08-26 14:15:01.593
428,Cunha,MID,16,MUN,80,a,,,,f,2.00,2.00,2.80,2.80,0.27,0.24,1.15,3.42,0.00,1.140,,,,79,1,2026-08-26 14:15:01.593
429,Rashford,MID,16,MUN,70,a,,,,f,1.00,1.00,2.50,2.50,0.00,0.20,0.18,2.00,0.00,0.000,,,,45,0,2026-08-26 14:15:01.594
430,Mount,MID,16,MUN,55,d,75,Foot injury - 75% chance of playing,2026-08-15 16:00:07.879,f,0.00,0.00,1.50,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,3,,0,0,2026-08-26 14:15:01.596
431,Amad,MID,16,MUN,60,d,75,Unspecified injury - 75% chance of playing,2026-08-22 11:00:08.617,f,0.00,0.00,1.60,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,4,0,0,2026-08-26 14:15:01.597
432,Mainoo,MID,16,MUN,55,a,,,,f,1.00,1.00,2.00,2.00,0.27,0.04,0.27,3.91,0.00,0.000,,,,23,0,2026-08-26 14:15:01.597
433,Ugarte,MID,16,MUN,50,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.706,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.598
434,J.Fletcher,MID,16,MUN,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.598
435,Lacey,MID,16,MUN,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,0.00,9.00,0.00,0.000,,,,10,0,2026-08-26 14:15:01.599
436,Collyer,MID,16,MUN,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.599
437,Bendito Mantato,MID,16,MUN,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.6
438,Fletcher,MID,16,MUN,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.6
439,Šeško,FWD,16,MUN,70,a,100,,2026-07-23 12:01:23.722,f,1.00,1.00,2.20,1.70,0.16,0.00,0.27,0.00,0.00,0.000,,,,23,0,2026-08-26 14:15:01.601
440,Zirkzee,FWD,16,MUN,55,a,,,,f,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.602
441,Obi,FWD,16,MUN,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.603
442,Pope,GKP,17,NEW,50,a,,,,f,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.604
443,Gillespie,GKP,17,NEW,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.604
444,Jaouen,GKP,17,NEW,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.605
445,Thiaw,DEF,17,NEW,50,a,,,,f,3.00,3.00,2.20,2.20,0.00,0.00,2.98,15.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.607
446,Schär,DEF,17,NEW,50,a,100,,2026-08-15 16:30:07.209,f,1.00,1.00,2.20,2.20,0.00,0.00,71.10,0.00,0.00,0.000,,2,,1,0,2026-08-26 14:15:01.608
447,Botman,DEF,17,NEW,50,a,,,,f,3.00,3.00,2.20,2.20,0.00,0.01,2.98,10.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.609
448,Burn,DEF,17,NEW,50,i,0,Ankle injury - Expected back 14 Sep,2026-08-23 18:00:08.367,f,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.609
449,Hall,DEF,17,NEW,50,a,,,,f,3.00,3.00,2.20,2.20,0.00,0.35,2.98,11.00,0.00,1.000,,1,1,90,1,2026-08-26 14:15:01.61
450,Livramento,DEF,17,NEW,50,i,0,Calf injury - Unknown return date,2026-07-23 12:01:23.753,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.61
451,A.Murphy,DEF,17,NEW,40,u,0,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12 14:05:29.224,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.611
452,Bruno G.,MID,1,ARS,70,d,75,Thigh injury - 75% chance of playing,2026-08-20 17:00:08.846,f,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.000,4,,5,0,0,2026-08-26 14:15:00.783
453,Barnes,MID,17,NEW,60,a,,,,f,2.00,2.00,2.20,2.20,0.07,0.02,2.98,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.612
454,Elanga,MID,17,NEW,60,a,,,,f,9.00,9.00,2.20,2.20,0.26,0.01,2.33,2.40,0.00,1.200,,,4,75,1,2026-08-26 14:15:01.612
455,Tonali,MID,19,TOT,55,a,,,,f,2.00,2.00,2.00,2.00,0.04,0.06,3.87,4.00,0.00,1.000,,5,2,90,1,2026-08-26 14:15:01.647
456,J.Ramsey,MID,17,NEW,50,a,,,,f,0.00,0.00,1.50,1.50,0.16,0.03,3.97,15.88,0.00,0.000,,,,34,0,2026-08-26 14:15:01.613
457,J.Murphy,MID,17,NEW,60,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,6.69,12.86,0.00,0.000,,,2,14,0,2026-08-26 14:15:01.614
458,Joelinton,MID,17,NEW,55,i,0,Unspecified injury - Unknown return date,2026-08-16 08:00:08.074,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.615
459,L.Miley,MID,17,NEW,55,a,100,,2026-07-23 12:01:23.785,f,3.00,3.00,2.00,2.00,0.06,0.01,2.33,15.60,0.00,1.200,,,3,75,1,2026-08-26 14:15:01.616
460,Willock,MID,17,NEW,50,a,,,,f,6.00,6.00,1.50,1.50,0.24,0.45,3.97,7.94,0.00,0.000,,,,34,0,2026-08-26 14:15:01.618
461,Touré,MID,17,NEW,60,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.619
462,Steur,MID,17,NEW,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,2.42,3.27,0.00,1.640,,,,55,1,2026-08-26 14:15:01.62
463,Woltemade,FWD,17,NEW,60,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,1,,,0,0,2026-08-26 14:15:01.62
464,Wissa,FWD,17,NEW,60,a,,,,f,4.00,4.00,2.00,2.00,1.00,0.02,2.19,8.00,0.00,1.000,3,,,90,1,2026-08-26 14:15:01.621
465,Osula,FWD,17,NEW,60,d,50,Knock - 50% chance of playing,2026-08-25 19:00:08.004,f,4.00,4.00,1.00,2.00,0.10,0.23,2.42,8.18,0.00,1.640,2,,,55,1,2026-08-26 14:15:01.622
466,Neave,FWD,17,NEW,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.623
467,Sels,GKP,18,NFO,50,a,,,,f,2.00,2.00,2.60,2.60,0.00,0.00,0.47,0.00,2.00,1.000,,,,90,1,2026-08-26 14:15:01.627
468,John,GKP,18,NFO,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.628
469,N.Williams,DEF,18,NFO,50,a,,,,f,2.00,2.00,2.20,2.20,0.00,0.02,0.47,6.00,0.00,1.000,,2,1,90,1,2026-08-26 14:15:01.628
470,Morato,DEF,18,NFO,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.628
471,Milenković,DEF,18,NFO,55,a,,,,f,2.00,2.00,2.50,2.50,0.11,0.02,0.47,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.629
472,Murillo,DEF,18,NFO,55,a,100,,2026-07-23 12:01:23.801,f,4.00,4.00,2.50,2.50,0.00,0.28,0.47,14.00,0.00,1.000,,3,,90,1,2026-08-26 14:15:01.629
473,Aina,DEF,18,NFO,45,a,,,,f,5.00,5.00,1.70,1.70,0.05,0.21,0.42,2.47,0.00,1.230,,,,73,1,2026-08-26 14:15:01.63
474,Jair Cunha,DEF,18,NFO,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.00,0.47,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.631
475,Savona,DEF,18,NFO,45,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.816,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.631
476,O.Richards,DEF,18,NFO,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.632
477,Abbott,DEF,18,NFO,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.632
478,Netz,DEF,18,NFO,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.00,0.73,0.00,0.00,0.000,,,,16,0,2026-08-26 14:15:01.633
479,Bindon,DEF,18,NFO,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.633
480,Gibbs-White,MID,18,NFO,80,d,75,Knee injury - 75% chance of playing,2026-08-24 15:30:08.35,f,2.00,2.00,2.10,2.80,0.13,0.06,0.47,3.00,0.00,1.000,2,1,,90,1,2026-08-26 14:15:01.634
481,Anderson,MID,15,MCI,65,d,75,Knock - 75% chance of playing,2026-08-23 17:00:07.952,f,2.00,2.00,1.70,2.30,0.00,0.36,0.80,8.71,0.00,1.450,,,2,62,1,2026-08-26 14:15:01.575
482,Hudson-Odoi,MID,18,NFO,60,a,100,,2026-07-23 12:01:23.832,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,4,,0,0,2026-08-26 14:15:01.634
483,Ndoye,MID,18,NFO,55,a,,,,f,3.00,3.00,2.00,2.00,0.00,0.00,0.37,4.43,0.00,1.480,,,,61,1,2026-08-26 14:15:01.636
484,Hutchinson,MID,18,NFO,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,4,0,0,2026-08-26 14:15:01.636
485,Bakwa,MID,18,NFO,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.637
486,McAtee,MID,18,NFO,55,a,,,,f,3.00,3.00,2.00,2.00,0.00,0.20,0.42,9.86,0.00,1.230,,,2,73,1,2026-08-26 14:15:01.638
487,Dominguez,MID,18,NFO,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.64
488,I.Sangaré,MID,18,NFO,50,a,,,,f,2.00,2.00,1.50,1.50,0.03,0.01,0.47,6.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.641
489,Yates,MID,18,NFO,45,i,0,Unspecified injury - Unknown return date,2026-08-17 20:30:08.195,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.642
490,Wood,FWD,18,NFO,60,a,,,,f,1.00,1.00,2.00,2.00,0.39,0.03,0.71,3.21,0.00,0.000,1,,,28,0,2026-08-26 14:15:01.642
491,Igor Jesus,FWD,18,NFO,60,a,,,,f,2.00,2.00,2.00,2.00,0.22,0.02,0.47,3.00,0.00,1.000,3,,,90,1,2026-08-26 14:15:01.643
492,Awoniyi,FWD,7,COV,55,a,,,,f,1.00,1.00,1.80,1.80,0.00,0.00,1.30,4.50,0.00,0.000,5,,,20,0,2026-08-26 14:15:01.19
493,Kalimuendo,FWD,18,NFO,55,a,,,,f,1.00,1.00,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.000,,,,1,0,2026-08-26 14:15:01.643
494,Vicario,GKP,19,TOT,45,u,0,Has joined Juventus on loan for the rest of the season,2026-08-19 13:55:33.193,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.647
495,Austin,GKP,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.648
496,Kinsky,GKP,19,TOT,45,a,,,,f,2.00,2.00,1.90,1.90,0.00,0.00,3.87,0.00,5.00,1.000,,,,90,1,2026-08-26 14:15:01.648
497,Dubravka,GKP,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.649
498,Senesi,DEF,19,TOT,60,a,,,,f,3.00,3.00,2.80,2.80,0.00,0.02,3.87,16.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.649
499,Pedro Porro,DEF,19,TOT,55,a,100,,2026-08-21 15:22:48.149,f,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,1,1,0,0,2026-08-26 14:15:01.65
500,Romero,DEF,19,TOT,50,u,0,Has joined Atletico Madrid permanently,2026-08-17 13:49:05.465,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.65
501,Danso,DEF,19,TOT,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.65
502,Robertson,DEF,19,TOT,45,a,,,,f,3.00,3.00,1.70,1.70,0.00,0.06,3.87,11.00,0.00,1.000,,,3,90,1,2026-08-26 14:15:01.651
503,Van de Ven,DEF,19,TOT,50,a,100,,2026-08-21 15:00:07.61,f,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.652
504,Vuskovic,DEF,5,BHA,50,a,,,,f,6.00,6.00,2.20,2.20,0.13,0.03,0.29,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.899
505,Spence,DEF,19,TOT,45,u,0,Has joined Internazionale permanently,2026-08-18 14:13:08.454,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.652
506,Udogie,DEF,19,TOT,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.45,9.90,0.00,0.00,0.000,,,,4,0,2026-08-26 14:15:01.653
507,Phillips,DEF,19,TOT,45,u,0,Has joined Middlesbrough permanently,2026-08-18 14:13:08.474,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.653
508,Davies,DEF,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.655
509,Byfield,DEF,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.656
510,Rowswell,DEF,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.656
511,Souza,DEF,19,TOT,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.656
512,Kudus,MID,19,TOT,65,d,50,Thigh injury - 50% chance of playing,2026-07-23 12:01:23.848,f,0.00,0.00,1.10,0.60,0.00,0.00,0.00,0.00,0.00,0.000,2,3,5,0,0,2026-08-26 14:15:01.657
513,Xavi,MID,19,TOT,60,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.864,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,3,2,6,0,0,2026-08-26 14:15:01.658
514,Tel,MID,19,TOT,60,a,,,,f,2.00,2.00,2.20,2.20,0.06,0.06,3.87,8.00,0.00,1.000,,4,4,90,1,2026-08-26 14:15:01.659
515,Maddison,MID,19,TOT,65,d,75,Shoulder injury - 75% chance of playing,2026-08-25 14:30:07.623,f,1.00,1.00,1.70,2.30,0.00,0.04,3.48,8.18,0.00,0.000,,,,22,0,2026-08-26 14:15:01.659
516,Bentancur,MID,19,TOT,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.02,4.36,10.00,0.00,0.000,,,,45,0,2026-08-26 14:15:01.66
517,Odobert,MID,19,TOT,55,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.879,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.66
518,P.M.Sarr,MID,19,TOT,50,i,0,Hamstring injury - Unknown return date,2026-08-21 14:30:08.419,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.661
519,Gallagher,MID,19,TOT,55,a,,,,f,0.00,0.00,2.00,2.00,0.04,0.12,3.40,6.00,0.00,2.000,,,,45,1,2026-08-26 14:15:01.662
520,Bergvall,MID,19,TOT,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.02,3.40,16.00,0.00,2.000,,,,45,1,2026-08-26 14:15:01.662
521,Kulusevski,MID,19,TOT,65,i,0,Knee injury - Unknown return date,2026-07-23 12:01:23.895,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.663
522,Gray,MID,19,TOT,50,a,,,,f,2.00,2.00,1.50,1.50,0.00,0.01,3.63,5.29,0.00,1.060,,,,85,1,2026-08-26 14:15:01.663
523,Moore,MID,19,TOT,50,a,,,,f,2.00,2.00,1.50,1.50,0.51,0.03,4.06,2.69,0.00,1.340,,,,67,1,2026-08-26 14:15:01.664
524,Olusesi,MID,19,TOT,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.664
525,Fernandes,MID,19,TOT,60,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.12,4.36,4.00,0.00,0.000,,,,45,0,2026-08-26 14:15:01.665
526,Solanke,FWD,19,TOT,60,a,,,,f,1.00,1.00,2.00,2.00,0.29,0.00,3.48,0.00,0.00,0.000,1,,,22,0,2026-08-26 14:15:01.665
527,Richarlison,FWD,19,TOT,60,a,,,,f,2.00,2.00,2.00,2.00,0.00,0.00,4.06,1.34,0.00,1.340,4,,,67,1,2026-08-26 14:15:01.666
528,Scarlett,FWD,19,TOT,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.666
529,Roefs,GKP,20,SUN,50,a,,,,f,1.00,1.00,2.60,2.60,0.00,0.00,1.80,0.00,1.00,1.000,,,,90,1,2026-08-26 14:15:01.667
530,Patterson,GKP,20,SUN,40,u,0,Has joined Wrexham permanently,2026-08-12 14:08:03.064,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.668
531,Ellborg,GKP,20,SUN,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.669
532,Ballard,DEF,20,SUN,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.01,1.80,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.669
533,Mukiele,DEF,20,SUN,55,a,100,,2026-08-09 08:30:05.954,f,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.67
534,Hume,DEF,20,SUN,45,a,,,,f,2.00,2.00,1.70,1.70,0.05,0.31,1.93,4.56,0.00,1.140,,,3,79,1,2026-08-26 14:15:01.67
535,Alderete,DEF,20,SUN,50,a,100,,2026-08-09 08:30:05.962,f,1.00,1.00,2.20,2.20,0.00,0.04,0.39,0.00,0.00,0.000,,,,23,0,2026-08-26 14:15:01.671
536,Reinildo,DEF,20,SUN,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.29,1.80,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.673
537,Seelt,DEF,20,SUN,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.674
538,Hjelde,DEF,20,SUN,40,u,0,Has joined KV Mechelen on loan for the rest of the season,2026-08-12 14:08:03.081,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.675
539,O'Nien,DEF,20,SUN,40,a,,,,f,1.00,1.00,1.00,1.00,0.01,0.01,2.30,6.82,0.00,1.360,,,,66,1,2026-08-26 14:15:01.676
540,Masuaku,DEF,20,SUN,40,u,0,Has joined Konyaspor permanently,2026-08-12 14:08:03.097,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.677
541,Meunier,DEF,20,SUN,45,a,100,,2026-08-16 08:30:07.83,f,1.00,1.00,1.70,1.70,0.08,0.08,1.80,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.678
542,E.Le Fée,MID,20,SUN,60,a,,,,f,2.00,2.00,2.20,2.20,0.00,0.03,1.93,2.28,0.00,1.140,2,2,1,79,1,2026-08-26 14:15:01.698
543,Diarra,MID,20,SUN,55,a,,,,f,1.00,1.00,2.00,2.00,0.27,0.00,0.90,0.00,0.00,0.000,1,,,10,0,2026-08-26 14:15:01.699
544,Xhaka,MID,20,SUN,55,a,,,,f,9.00,9.00,2.00,2.00,0.00,0.09,1.80,13.00,0.00,1.000,,1,2,90,1,2026-08-26 14:15:01.7
545,Sadiki,MID,20,SUN,50,a,,,,f,2.00,2.00,1.50,1.50,0.06,0.03,1.80,2.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.7
546,Adingra,MID,20,SUN,50,i,0,Ankle injury - Unknown return date,2026-08-20 14:00:08.416,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.701
547,Mundle,MID,20,SUN,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.701
548,Rigg,MID,20,SUN,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,0.90,9.00,0.00,0.000,,,,10,0,2026-08-26 14:15:01.702
549,Talbi,MID,20,SUN,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.00,0.41,5.81,0.00,0.000,,,,31,0,2026-08-26 14:15:01.702
550,Jocelin.T,MID,20,SUN,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.703
551,Angulo,MID,20,SUN,50,a,,,,f,5.00,5.00,1.50,1.50,0.23,0.02,2.58,10.86,0.00,1.550,,3,,58,1,2026-08-26 14:15:01.703
552,Brobbey,FWD,20,SUN,60,a,,,,f,2.00,2.00,2.00,2.00,0.41,0.00,2.30,0.00,0.00,1.360,,,,66,1,2026-08-26 14:15:01.704
553,Isidor,FWD,20,SUN,55,a,,,,f,1.00,1.00,1.80,1.80,0.00,0.00,0.39,0.00,0.00,0.000,,,,23,0,2026-08-26 14:15:01.704
554,Van Oevelen,GKP,12,IPS,45,u,0,Has joined Valencia on loan for the rest of the season,2026-08-25 14:04:09.529,f,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.307
555,Matthews,GKP,8,CRY,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.22
556,Targett,DEF,11,HUL,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.00,1.26,0.00,0.00,0.000,,,,5,0,2026-08-26 14:15:01.285
557,Tzolis,MID,1,ARS,65,a,,,,f,6.00,6.00,2.30,2.30,0.23,0.17,0.07,7.20,0.00,1.200,,,3,75,1,2026-08-26 14:15:00.784
558,Schlager,MID,18,NFO,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,0.73,5.62,0.00,0.000,,,3,16,0,2026-08-26 14:15:01.644
559,Bamba,MID,17,NEW,50,a,,,,f,1.00,1.00,1.50,1.50,0.00,0.00,6.69,12.86,0.00,0.000,,,,14,0,2026-08-26 14:15:01.624
560,Penders,GKP,6,CHE,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.944
561,Anselmino,DEF,6,CHE,45,d,25,Hamstring injury - 25% chance of playing,2026-08-23 19:00:08.536,f,0.00,0.00,0.40,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.945
562,Maeda,MID,12,IPS,55,a,,,,f,2.00,2.00,2.00,2.00,0.69,0.00,0.72,10.25,0.00,1.140,,,,79,1,2026-08-26 14:15:01.308
563,Morita,MID,11,HUL,50,a,100,,2026-08-15 16:00:07.961,f,0.00,0.00,1.50,0.80,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.286
564,Scherpen,GKP,12,IPS,45,a,,,,f,2.00,2.00,1.90,1.90,0.00,0.00,0.66,0.00,2.00,1.000,,,,90,1,2026-08-26 14:15:01.309
565,M.Sangaré,MID,4,BRE,56,a,,,,f,14.00,14.00,2.00,2.00,0.06,0.40,0.56,15.60,0.00,1.200,,,,75,1,2026-08-26 14:15:00.87
566,Silva,DEF,3,BOU,50,a,,,,f,2.00,2.00,2.20,2.20,0.00,0.00,2.25,13.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.843
567,Horníček,GKP,17,NEW,50,a,,,,f,1.00,1.00,2.60,2.60,0.00,0.00,2.98,0.00,5.00,1.000,,,,90,1,2026-08-26 14:15:01.625
568,Barco,MID,6,CHE,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.946
569,Gonzalo,FWD,10,FUL,60,a,,,,f,6.00,6.00,2.00,2.00,0.73,0.01,2.24,2.00,0.00,1.000,1,,,90,1,2026-08-26 14:15:01.262
