fplId,webName,position,team_fpl_id,team,nowCost,status,chanceOfPlayingNextRound,news,newsAddedAt,removed,form,pointsPerGame,epNext,epThis,expectedGoalsPer90,expectedAssistsPer90,expectedGoalsConcededPer90,defensiveContributionPer90,savesPer90,startsPer90,penaltiesOrder,directFreekicksOrder,cornersOrder,seasonMinutes,seasonStarts,updatedAt
138,Kostoulas,FWD,5,BHA,55,a,,,,f,1.00,1.00,1.80,1.80,0.62,0.00,0.35,6.92,0.00,0.000,,,,26,0,2026-08-26 14:15:00.895
139,Ferguson,FWD,5,BHA,50,i,0,Ankle injury - Expected back 10 Oct,2026-07-23 12:01:23.448,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.897
140,Sánchez,GKP,6,CHE,50,a,,,,f,2.00,2.00,2.60,2.60,0.00,0.01,1.33,0.00,4.00,1.000,,,,90,1,2026-08-26 14:15:00.912
141,Jörgensen,GKP,6,CHE,50,u,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12 14:07:02.607,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.913
142,James,DEF,6,CHE,55,a,,,,f,0.00,0.00,2.50,2.50,0.10,0.07,1.33,6.00,0.00,1.000,,1,1,90,1,2026-08-26 14:15:00.914
143,Chalobah,DEF,6,CHE,55,u,0,Has joined Como permanently,2026-08-10 14:03:50.769,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.915
144,Gusto,DEF,6,CHE,50,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.04,1.33,3.60,0.00,1.200,,,,75,1,2026-08-26 14:15:00.916
145,Fofana,DEF,6,CHE,50,a,100,,2026-07-23 12:01:23.464,f,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.918
146,B.Badiashile,DEF,6,CHE,45,u,0,Has joined Napoli on loan for the rest of the season,2026-08-25 14:03:47.079,f,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.919
147,Tosin,DEF,6,CHE,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.92
148,Hato,DEF,6,CHE,45,a,,,,f,1.00,1.00,1.70,1.70,0.01,0.04,1.48,4.22,0.00,1.410,,,,64,1,2026-08-26 14:15:00.92
149,Colwill,DEF,6,CHE,50,a,,,,f,0.00,0.00,2.20,2.20,0.01,0.03,1.33,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.921
150,M.Sarr,DEF,6,CHE,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.921
151,Acheampong,DEF,6,CHE,45,a,,,,f,3.00,3.00,1.70,1.70,0.00,0.01,1.33,15.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.922
152,Palestra,DEF,6,CHE,55,d,75,Unspecified injury - 75% chance of playing,2026-08-24 18:30:07.421,f,0.00,0.00,1.90,2.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.923
153,Disasi,DEF,6,CHE,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.925
154,Palmer,MID,6,CHE,95,a,100,,2026-08-24 22:00:07.971,f,13.00,13.00,3.20,3.20,0.31,0.21,1.36,9.88,0.00,1.100,1,3,,82,1,2026-08-26 14:15:00.925
155,Enzo,MID,6,CHE,70,a,,,,f,1.00,1.00,2.50,2.50,0.00,0.07,1.01,10.80,0.00,0.000,2,2,3,25,0,2026-08-26 14:15:00.927
156,Neto,MID,6,CHE,65,a,,,,f,1.00,1.00,2.30,2.30,0.19,0.45,1.41,25.71,0.00,0.000,,4,2,14,0,2026-08-26 14:15:00.928
157,Estêvão,MID,6,CHE,65,a,,,,f,1.00,1.00,2.30,2.30,0.00,0.00,1.16,12.86,0.00,0.000,3,,5,7,0,2026-08-26 14:15:00.929
158,Gittens,MID,6,CHE,60,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.93
159,Caicedo,MID,6,CHE,55,d,75,Unspecified injury - 75% chance of playing,2026-08-24 18:30:07.431,f,0.00,0.00,1.50,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.931
160,Garnacho,MID,2,AVL,60,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.00,3.15,0.00,0.00,0.000,,,,4,0,2026-08-26 14:15:00.812
161,Lavia,MID,6,CHE,50,a,,,,f,1.00,1.00,1.50,1.50,0.30,0.04,1.48,12.66,0.00,1.410,,,,64,1,2026-08-26 14:15:00.932
162,Andrey Santos,MID,16,MUN,50,a,,,,f,2.00,2.00,1.50,1.50,0.00,0.31,1.28,12.27,0.00,1.360,,,,66,1,2026-08-26 14:15:01.577
163,D.Essugo,MID,6,CHE,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.933
164,Quenda,MID,6,CHE,55,a,100,,2026-07-24 20:30:10.609,f,1.00,1.00,2.00,2.00,0.00,0.00,1.01,11.25,0.00,0.000,,,,8,0,2026-08-26 14:15:00.935
165,João Pedro,FWD,6,CHE,75,a,,,,f,11.00,11.00,2.40,2.40,0.63,0.06,1.33,3.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.936
166,N.Jackson,FWD,6,CHE,65,a,,,,f,0.00,0.00,2.10,2.10,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.937
167,Delap,FWD,6,CHE,55,a,,,,f,0.00,0.00,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.000,4,,,0,0,2026-08-26 14:15:00.938
168,Marc Guiu,FWD,6,CHE,50,a,,,,f,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.939
169,Mheuka,FWD,6,CHE,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.94
170,Emegha,FWD,6,CHE,50,a,100,,2026-07-24 20:30:10.622,f,0.00,0.00,1.40,1.40,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.941
171,Dovin,GKP,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.951
172,Wilson,GKP,7,COV,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.951
173,Thomas,DEF,7,COV,40,a,,,,f,3.00,3.00,1.00,1.00,0.02,0.01,1.88,10.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.952
174,Kitching,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.953
175,van Ewijk,DEF,7,COV,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.01,1.88,7.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.953
176,Dasilva,DEF,7,COV,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.02,1.88,6.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.955
177,Kesler-Hayden,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.956
178,Bidwell,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.957
179,Latibeaudiere,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.957
180,Woolfenden,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.958
181,Brau,DEF,7,COV,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:00.959
182,Amenda,DEF,7,COV,40,a,,,,f,1.00,1.00,1.00,1.00,0.00,0.01,1.88,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.96
183,Rudoni,MID,7,COV,50,a,100,,2026-07-23 12:01:23.481,f,1.00,1.00,1.50,1.50,0.68,0.00,1.30,22.50,0.00,0.000,,1,3,20,0,2026-08-26 14:15:01.172
184,Grimes,MID,7,COV,50,a,,,,f,2.00,2.00,1.50,1.50,0.00,0.01,1.88,7.00,0.00,1.000,3,,1,90,1,2026-08-26 14:15:01.174
185,Sakamoto,MID,7,COV,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.176
186,Mason-Clark,MID,7,COV,55,a,100,,2026-08-19 18:00:08.31,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.177
187,Eccles,MID,7,COV,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.179
188,Torp,MID,7,COV,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.35,1.03,3.21,0.00,0.000,2,2,2,28,0,2026-08-26 14:15:01.179
189,Shepherd,MID,7,COV,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.18
190,Tchaouna,MID,7,COV,55,a,,,,f,2.00,2.00,2.00,2.00,0.04,0.02,1.96,8.89,0.00,1.110,,,,81,1,2026-08-26 14:15:01.181
191,Borges Rodrigues,MID,7,COV,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.182
192,Andrews,MID,7,COV,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.184
193,Wright,FWD,7,COV,55,i,0,Thigh injury - Unknown return date,2026-08-14 22:00:07.214,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,1,,,0,0,2026-08-26 14:15:01.185
194,Thomas-Asante,FWD,7,COV,50,a,,,,f,2.00,2.00,1.40,1.40,0.00,0.03,2.09,7.83,0.00,1.300,4,,,69,1,2026-08-26 14:15:01.186
195,Simms,FWD,7,COV,50,a,,,,f,2.00,2.00,1.40,1.40,0.00,0.01,2.09,3.91,0.00,1.300,,,,69,1,2026-08-26 14:15:01.186
196,Markelo,FWD,7,COV,50,u,0,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17 13:53:55.791,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.188
197,Bassette,FWD,7,COV,45,u,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28 12:58:50.001,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.189
198,Henderson,GKP,8,CRY,50,a,100,,2026-08-20 14:00:08.018,f,2.00,2.00,2.60,2.00,0.00,0.00,1.12,0.00,3.00,1.000,,,,90,1,2026-08-26 14:15:01.194
199,Benitez,GKP,8,CRY,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.195
200,Lacroix,DEF,6,CHE,60,a,,,,f,6.00,6.00,2.80,2.80,0.00,0.20,1.33,12.00,0.00,1.000,,,,90,1,2026-08-26 14:15:00.942
201,Muñoz,DEF,8,CRY,55,a,,,,f,0.00,0.00,2.50,2.50,0.38,0.02,1.40,6.67,0.00,1.670,,,,54,1,2026-08-26 14:15:01.196
202,Richards,DEF,8,CRY,50,a,,,,f,3.00,3.00,2.20,2.20,0.00,0.00,1.12,16.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.196
203,Canvot,DEF,8,CRY,50,a,,,,f,1.00,1.00,2.20,2.20,0.05,0.01,1.12,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.197
204,Mitchell,DEF,8,CRY,45,a,,,,f,1.00,1.00,1.70,1.70,0.00,0.01,1.12,5.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.199
205,Sosa,DEF,8,CRY,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.2
206,Chadi Riad,DEF,8,CRY,45,d,50,Knee injury - 50% chance of playing,2026-08-22 18:00:07.352,f,1.00,1.00,0.90,1.70,0.00,0.01,1.22,8.75,0.00,1.250,,,,72,1,2026-08-26 14:15:01.201
207,Mingueza,DEF,8,CRY,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.202
208,Sarr,MID,8,CRY,65,d,75,Groin injury - 75% chance of playing,2026-08-22 18:00:07.363,f,0.00,0.00,1.70,2.30,0.00,0.00,0.00,0.00,0.00,0.000,2,,,0,0,2026-08-26 14:15:01.204
209,Johnson,MID,9,EVE,60,a,,,,f,1.00,1.00,2.20,2.20,0.00,0.00,4.35,30.00,0.00,0.000,,,,6,0,2026-08-26 14:15:01.226
210,Wharton,MID,8,CRY,55,a,100,,2026-07-23 12:01:23.498,f,4.00,4.00,2.00,2.00,0.00,0.24,1.12,14.00,0.00,1.000,,,1,90,1,2026-08-26 14:15:01.205
211,Yeremy,MID,8,CRY,55,a,,,,f,1.00,1.00,2.00,2.00,0.15,0.05,0.69,12.86,0.00,0.000,,1,2,35,0,2026-08-26 14:15:01.205
212,Hughes,MID,8,CRY,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,3,0,0,2026-08-26 14:15:01.206
213,Lerma,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.207
214,Kamada,MID,8,CRY,50,a,,,,f,3.00,3.00,1.50,1.50,0.00,0.27,1.12,14.00,0.00,1.000,,,4,90,1,2026-08-26 14:15:01.207
215,Devenny,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,3,2,,0,0,2026-08-26 14:15:01.208
216,Esse,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.209
217,M.França,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.21
218,Doucouré,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.212
219,J.Rak-Sakyi,MID,8,CRY,50,a,,,,f,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.212
220,Cardines,DEF,8,CRY,45,u,0,Has joined Bristol City on loan for the rest of the season,2026-08-12 14:08:46.501,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.213
221,Drakes-Thomas,MID,8,CRY,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.214
222,Strand Larsen,FWD,8,CRY,60,a,,,,f,1.00,1.00,2.00,2.00,0.83,0.03,0.47,0.00,0.00,0.000,,,,27,0,2026-08-26 14:15:01.215
223,Mateta,FWD,8,CRY,65,a,,,,f,2.00,2.00,2.10,2.10,1.02,0.03,1.42,7.26,0.00,1.450,1,,,62,1,2026-08-26 14:15:01.216
224,Nketiah,FWD,8,CRY,55,a,,,,f,1.00,1.00,1.80,1.80,0.98,0.95,1.37,4.91,0.00,1.640,,,,55,1,2026-08-26 14:15:01.218
225,Uche,FWD,8,CRY,50,u,0,has returned to Getafe CF,2026-07-23 12:18:56.275,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.218
226,Pickford,GKP,9,EVE,55,a,,,,f,7.00,7.00,3.30,3.30,0.00,0.02,1.96,0.00,4.00,1.000,,,,90,1,2026-08-26 14:15:01.227
227,Travers,GKP,9,EVE,50,a,,,,f,0.00,0.00,2.60,2.60,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.227
228,King,GKP,9,EVE,45,a,,,,f,0.00,0.00,1.90,1.90,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.228
229,Tarkowski,DEF,9,EVE,60,a,,,,f,6.00,6.00,2.80,2.80,0.05,0.00,1.96,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.229
230,Branthwaite,DEF,9,EVE,55,a,,,,f,6.00,6.00,2.50,2.50,0.00,0.01,1.96,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.229
231,Keane,DEF,9,EVE,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.23
232,O'Brien,DEF,9,EVE,50,a,,,,f,0.00,0.00,2.20,2.20,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.231
233,Mykolenko,DEF,9,EVE,45,a,,,,f,6.00,6.00,1.70,1.70,0.00,0.05,1.96,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.232
234,Patterson,DEF,9,EVE,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.233
235,Aznou,DEF,9,EVE,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.233
236,Dewsbury-Hall,MID,9,EVE,65,a,,,,f,11.00,11.00,2.30,2.30,0.12,0.17,1.92,8.00,0.00,1.000,,,2,90,1,2026-08-26 14:15:01.234
237,Ndiaye,MID,9,EVE,60,a,,,,f,9.00,9.00,2.20,2.20,0.24,0.32,1.96,12.00,0.00,1.000,1,,,90,1,2026-08-26 14:15:01.235
238,Grealish,MID,15,MCI,65,a,100,,2026-07-29 10:00:10.492,f,1.00,1.00,2.30,2.30,0.00,0.00,0.00,11.25,0.00,0.000,,,,8,0,2026-08-26 14:15:01.545
239,Garner,MID,9,EVE,60,a,100,,2026-07-25 14:30:10.455,f,1.00,1.00,2.20,0.50,0.00,0.25,2.78,8.18,0.00,0.000,3,1,1,11,0,2026-08-26 14:15:01.235
240,Iroegbunam,MID,9,EVE,50,i,0,Thigh injury - Unknown return date,2026-08-15 20:00:06.878,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.236
241,McNeil,MID,8,CRY,55,a,,,,f,2.00,2.00,2.00,2.00,0.07,0.03,1.42,7.26,0.00,1.450,,,,62,1,2026-08-26 14:15:01.219
242,George,MID,9,EVE,55,a,,,,f,3.00,3.00,2.00,2.00,0.20,0.09,1.81,7.59,0.00,1.080,,,,83,1,2026-08-26 14:15:01.237
243,Alcaraz,MID,9,EVE,50,a,,,,f,1.00,1.00,1.50,1.50,1.80,0.00,3.60,270.00,0.00,0.000,,,,1,0,2026-08-26 14:15:01.238
244,Armstrong,MID,9,EVE,50,a,,,,f,8.00,8.00,1.50,1.50,0.00,0.04,1.96,16.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.239
245,Dibling,MID,9,EVE,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.24
246,Röhl,MID,9,EVE,50,a,,,,f,3.00,3.00,1.50,1.50,0.00,0.06,1.96,9.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.241
247,Hackney,MID,9,EVE,55,a,,,,f,3.00,3.00,2.00,2.00,0.01,0.01,1.87,8.08,0.00,1.150,,,,78,1,2026-08-26 14:15:01.242
248,Beto,FWD,9,EVE,55,a,,,,f,1.00,1.00,1.80,1.80,0.41,0.00,2.78,0.00,0.00,0.000,4,,,11,0,2026-08-26 14:15:01.243
249,Barry,FWD,9,EVE,55,a,,,,f,8.00,8.00,1.80,1.80,0.52,0.10,1.87,3.46,0.00,1.150,2,,,78,1,2026-08-26 14:15:01.244
250,Leno,GKP,10,FUL,45,a,,,,f,2.00,2.00,1.90,1.90,0.00,0.00,2.24,0.00,3.00,1.000,,,,90,1,2026-08-26 14:15:01.245
251,Lecomte,GKP,10,FUL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.246
252,McNally,GKP,10,FUL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.247
253,Andersen,DEF,10,FUL,50,a,100,,2026-07-23 12:01:23.516,f,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.248
254,Robinson,DEF,10,FUL,45,a,,,,f,1.00,1.00,1.70,1.70,0.14,0.04,2.46,7.78,0.00,1.110,2,,,81,1,2026-08-26 14:15:01.25
255,J.Cuenca,DEF,10,FUL,45,a,,,,f,3.00,3.00,1.70,1.70,0.00,0.03,2.24,10.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.251
256,Tete,DEF,10,FUL,45,a,,,,f,0.00,0.00,1.70,1.70,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.251
257,Bassey,DEF,10,FUL,45,a,,,,f,0.00,0.00,1.70,1.70,0.02,0.02,2.24,4.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.252
258,Castagne,DEF,10,FUL,45,a,,,,f,6.00,6.00,1.70,1.70,0.09,0.18,2.24,6.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.253
259,Diop,DEF,12,IPS,40,a,,,,f,2.00,2.00,1.00,1.00,0.00,0.01,0.66,5.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.29
260,Wilson,MID,13,LEE,65,a,,,,f,3.00,3.00,2.30,2.30,0.00,0.03,0.73,2.77,0.00,1.380,,,2,65,1,2026-08-26 14:15:01.312
261,Iwobi,MID,10,FUL,55,a,,,,f,2.00,2.00,2.00,2.00,0.00,0.04,2.24,10.00,0.00,1.000,3,1,1,90,1,2026-08-26 14:15:01.254
262,Smith Rowe,MID,10,FUL,55,a,,,,f,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.255
263,Kevin,MID,10,FUL,55,a,,,,f,1.00,1.00,2.00,2.00,0.00,0.05,0.16,15.88,0.00,0.000,,,3,17,0,2026-08-26 14:15:01.256
264,Bobb,MID,10,FUL,55,a,,,,f,2.00,2.00,2.00,2.00,0.00,0.35,3.01,8.18,0.00,1.360,,,2,66,1,2026-08-26 14:15:01.256
265,Berge,MID,10,FUL,50,a,,,,f,2.00,2.00,1.50,1.50,0.04,0.04,2.76,5.00,0.00,1.250,,,,72,1,2026-08-26 14:15:01.257
266,Cairney,MID,10,FUL,50,i,0,Knee injury - Expected back 10 Oct,2026-08-14 18:00:06.46,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.257
267,Lukić,MID,12,IPS,50,a,,,,f,5.00,5.00,1.50,1.50,0.00,0.02,0.66,6.00,0.00,1.000,,,4,90,1,2026-08-26 14:15:01.292
268,King,MID,10,FUL,55,a,,,,f,7.00,7.00,2.00,2.00,0.17,0.04,2.24,8.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.258
269,Sessegnon,DEF,10,FUL,45,a,,,,f,1.00,1.00,1.70,1.70,0.16,0.00,0.16,5.29,0.00,0.000,,,,17,0,2026-08-26 14:15:01.258
270,Reed,MID,10,FUL,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.259
271,Muniz,FWD,10,FUL,55,a,,,,f,1.00,1.00,1.80,1.80,0.22,0.00,0.34,11.25,0.00,0.000,,,,8,0,2026-08-26 14:15:01.26
272,Kusi-Asare,FWD,10,FUL,45,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.261
273,Phillips,GKP,11,HUL,40,a,,,,f,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.264
274,Butland,GKP,11,HUL,45,i,0,Arm injury - Unknown return date,2026-08-08 19:00:05.601,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.265
275,Cartwright,GKP,11,HUL,40,u,0,Has joined Grimsby Town on loan for the rest of the season,2026-07-29 13:00:27.959,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.265
276,Lo-Tutala,GKP,11,HUL,40,u,0,Has joined Colchester United on loan for the rest of the season,2026-08-17 13:50:27.125,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.266
277,Egan,DEF,11,HUL,40,a,,,,f,8.00,8.00,1.00,1.00,0.00,0.00,1.83,21.00,0.00,1.000,,,,90,1,2026-08-26 14:15:01.267
278,Hughes,DEF,11,HUL,40,i,0,Groin injury - Unknown return date,2026-08-02 09:00:11.03,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.268
279,Ajayi,DEF,11,HUL,40,d,75,Hamstring injury - 75% chance of playing,2026-08-22 17:30:07.668,f,14.00,14.00,0.80,1.00,0.74,0.00,1.23,10.00,0.00,1.430,,,,63,1,2026-08-26 14:15:01.269
280,Coyle,DEF,11,HUL,40,d,75,Ankle injury - 75% chance of playing,2026-08-22 17:30:07.685,f,6.00,6.00,0.80,1.00,0.00,0.01,1.51,2.61,0.00,1.300,,,,69,1,2026-08-26 14:15:01.269
281,Drameh,DEF,11,HUL,40,a,100,,2026-08-08 19:00:05.613,f,1.00,1.00,1.00,1.00,0.22,0.00,3.02,13.50,0.00,0.000,,,,20,0,2026-08-26 14:15:01.27
282,Giles,DEF,11,HUL,40,a,,,,f,6.00,6.00,1.00,1.00,0.02,0.08,1.89,6.43,0.00,1.070,,1,1,84,1,2026-08-26 14:15:01.271
283,Jacob,DEF,11,HUL,40,i,0,Hip injury - Expected back 5 Sep,2026-08-02 09:00:11.038,f,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,,,0,0,2026-08-26 14:15:01.272
